,address,id,lat,lng,location,name,subCategory,details
1249,Zeeburgerkade,29944,52.339757190336,4.8926989844692,Amsterdam,Weekend,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=29944
1250,Amstelpark 2b,29945,52.331976,4.89317,Amsterdam,Midgetgolf & Putting Greens Amstelpark,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=29945
1251,Zuidelijke Wandelweg,29946,52.33833355591,4.8973774020906,Amsterdam,Tempo Team,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=29946
1253,Amstelpark 22,29948,52.328756622614,4.8929441348951,Amsterdam,Het Glazen Huis,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=29948
1254,Jan Vroegop Singel-Ouderkerkerdijk,29949,52.332369223639,4.8985826969147,Amsterdam,Rozenoordbrug (Brug 1638),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=29949
1255,Ouderkerkerdijk 215I,29950,52.323732076359,4.8945172270201,Amsterdam,Groengebied Amstelland,Field,http://tour-pedia.org/api/getPlaceDetails?id=29950
1256,Kalfjeslaan 49,29951,52.322307611324,4.8937282166408,Amsterdam,Manege Equito,Farm,http://tour-pedia.org/api/getPlaceDetails?id=29951
1259,De Borcht,29954,52.323857470656,4.894282104063,Amsterdam,Pishok A/D Amstel,Field,http://tour-pedia.org/api/getPlaceDetails?id=29954
1262,Cosmariumstraat 18,29962,52.420002348452,4.8999611713459,Amsterdam,Speeltuin Het Twiske,Playground,http://tour-pedia.org/api/getPlaceDetails?id=29962
1265,Stoombootweg,29966,52.416591455989,4.9009156234112,Amsterdam,Wilmkebreekpolder,Field,http://tour-pedia.org/api/getPlaceDetails?id=29966
1266,Moestuinlaan,29969,52.409915110901,4.9008907932624,Amsterdam,De Bongerd,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=29969
1267,Moestuinlaan,29970,52.410835955044,4.9028098583221,Amsterdam,Speelterrein In de Bongerd,Event Space,http://tour-pedia.org/api/getPlaceDetails?id=29970
1269,Nieuwmarkt,29972,52.40991415,4.900384625,Amsterdam,Circus Rigolo,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=29972
1271,Verstuiverstraat,29974,52.410186,4.902252,Amsterdam,Verstuiverstraat,Dog Run,http://tour-pedia.org/api/getPlaceDetails?id=29974
1272,Strekkerweg 75,29975,52.404487,4.895064,Amsterdam,Svfn Head Office,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=29975
1276,Kadoelenweg 360,29979,52.410796023086,4.9064927007114,Amsterdam,Villa Friekens,Music Venue,http://tour-pedia.org/api/getPlaceDetails?id=29979
1277,Werfstraat,29980,52.410231498861,4.9057412793842,Amsterdam,Kadoelen-Werf,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=29980
1279,Buiksloterbreek,29982,52.403453096445,4.9067044258118,Amsterdam,Buiksloterbreek,Park,http://tour-pedia.org/api/getPlaceDetails?id=29982
1281,Westerdoksdijk,29984,52.389390831703,4.8927354812622,Amsterdam,Het Stenen Hoofd,Historic Site,http://tour-pedia.org/api/getPlaceDetails?id=29984
1284,Dovenetelstraat,29987,52.390176551265,4.9071335792542,Amsterdam,casa kommer en kwel,Beer Garden,http://tour-pedia.org/api/getPlaceDetails?id=29987
1285,Overhoeksplein 1,29988,52.38369885802,4.9022278189659,Amsterdam,Toren,Other Nightlife,http://tour-pedia.org/api/getPlaceDetails?id=29988
1286,Herenmarkt 6-1,29989,52.380131,4.891651,Amsterdam,Het beste hoekje van Damsko,Beer Garden,http://tour-pedia.org/api/getPlaceDetails?id=29989
1287,Haarlemmerstraat 91,29990,52.380541,4.890998,Amsterdam,Café 'De Blauwe Druif',Bar,http://tour-pedia.org/api/getPlaceDetails?id=29990
1288,Kattengat 1,29991,52.377869272618,4.8945813272855,Amsterdam,Renaissance Executive Lounge,Hotel Bar,http://tour-pedia.org/api/getPlaceDetails?id=29991
1289,Martelaarsgracht 22,29992,52.377845,4.896184,Amsterdam,De Ster,Bar,http://tour-pedia.org/api/getPlaceDetails?id=29992
1291,Kattengat 1,29994,52.377488,4.894334,Amsterdam,Koepelcafé,Hotel Bar,http://tour-pedia.org/api/getPlaceDetails?id=29994
1292,Nieuwendijk 29HS,29995,52.378338969836,4.8954577813339,Amsterdam,Blarney Stone,Bar,http://tour-pedia.org/api/getPlaceDetails?id=29995
1293,Het IJ,29996,52.381264907511,4.9008068168217,Amsterdam,Het IJ,River,http://tour-pedia.org/api/getPlaceDetails?id=29996
1294,Stationsplein,29997,52.377983227467,4.8998594284058,Amsterdam,Stationsplein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=29997
1295,Oudezijds Armsteeg 26,29998,52.375564790369,4.899365901947,Amsterdam,Proeflokaal de Prael,Beer Garden,http://tour-pedia.org/api/getPlaceDetails?id=29998
1296,Warmoesstraat 117,29999,52.374105168434,4.8965225381806,Amsterdam,Durty Nelly's Irish Bar & Hostel,Bar,http://tour-pedia.org/api/getPlaceDetails?id=29999
1297,Oudekerksplein 34,30000,52.374692636815,4.8973069537697,Amsterdam,Slainte Irish Pub,Pub,http://tour-pedia.org/api/getPlaceDetails?id=30000
1298,Amsterdam,30001,52.370935496383,4.9001169204712,Amsterdam,Amsterdam,City,http://tour-pedia.org/api/getPlaceDetails?id=30001
1299,Waterlooplein,30002,52.368305920196,4.9019593735491,Amsterdam,Waterlooplein,Flea Market,http://tour-pedia.org/api/getPlaceDetails?id=30002
1300,Jodenbreestraat 4,30003,52.369463,4.901366,Amsterdam,Het Rembrandthuis,Museum,http://tour-pedia.org/api/getPlaceDetails?id=30003
1301,DoubleTree by Hilton,30004,52.376817109281,4.9050343250101,Amsterdam,SkyLounge Amsterdam,Lounge,http://tour-pedia.org/api/getPlaceDetails?id=30004
1302,Amstel 196,30006,52.366541613953,4.9001508485609,Amsterdam,Ice Bar,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30006
1304,Weesperzijde 98,30009,52.351988,4.911293,Amsterdam,Buutvrij for life,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30009
1305,Frederiksplein,30010,52.360322478727,4.8996019363403,Amsterdam,Frederiksplein,Park,http://tour-pedia.org/api/getPlaceDetails?id=30010
1307,Weteringschans 267,30012,52.359503467089,4.8973381519318,Amsterdam,Café Kale,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30012
1308,Noorderstraat 46,30013,52.360948,4.8935625,Amsterdam,Mercure Hotel Amsterdam Arthur Frommer,Hotel,http://tour-pedia.org/api/getPlaceDetails?id=30013
1309,De Mirandalaan 9,30014,52.339245183465,4.9026694285043,Amsterdam,De Mirandabad,Pool,http://tour-pedia.org/api/getPlaceDetails?id=30014
1310,Van der Helstplein,30015,52.351812091102,4.8949762254956,Amsterdam,Van der Helstplein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=30015
1312,Sarphatipark,30017,52.354281091918,4.8942160606384,Amsterdam,Speeltuin Sarphatipark,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30017
1313,Eerste van der Helststraat 62HS,30018,52.355146069971,4.8929929733276,Amsterdam,Chocolate Bar,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30018
1314,Gerard Douplein,30019,52.35599792575,4.8926711082458,Amsterdam,Gerard Douplein,Outdoors & Recreation,http://tour-pedia.org/api/getPlaceDetails?id=30019
1315,Eerste van der Helststraat 45,30020,52.355211708479,4.8931753800392,Amsterdam,Café Schilders,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30020
1316,2e Van der Helststraat 1,30021,52.35286563677,4.8949670791626,Amsterdam,Oranjekerk,Building,http://tour-pedia.org/api/getPlaceDetails?id=30021
1317,Gerard Doustraat 74,30022,52.355537538824,4.8915112864544,Amsterdam,SID LEE,Office,http://tour-pedia.org/api/getPlaceDetails?id=30022
1318,Jan Vroegopsingel 4,30023,52.3359452583,4.9083494813305,Amsterdam,Roeivereniging Willem III,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30023
1323,"RAI, Amsterdam",30028,52.343347,4.889457,Amsterdam,Teleste Booth,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30028
1325,Amstelpark,30031,52.3287880175,4.8926675468825,Amsterdam,Shamajo fair (Kermis voor meervoudig beperkte mensen),Theme Park,http://tour-pedia.org/api/getPlaceDetails?id=30031
1326,De Borcht 10,30032,52.324083163846,4.8944201104114,Amsterdam,De Riekermolen,Monument / Landmark,http://tour-pedia.org/api/getPlaceDetails?id=30032
1327,amsteldijk,30033,52.323721580385,4.8946279766721,Amsterdam,Rembrandt Beeld,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=30033
1328,Ouderkerkerdijk 174-245,30034,52.324445776366,4.8971142527551,Amsterdam,De Grote Bocht,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=30034
1329,Oudekerkerdijk 225,30035,52.322107841253,4.8980525940361,Amsterdam,Klarenbeek 1604 a/h Water,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=30035
1331,Ouderkerkerdijk 215,30037,52.323238675168,4.8963694139705,Amsterdam,oranjevelt,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=30037
1333,Amsteldijk 877,30040,52.334248423576,4.9045479297638,Amsterdam,Palingsteiger,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=30040
1336,Vikingpad 44,30066,52.415415025977,4.9157723504197,Amsterdam,sv Kadoelen,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=30066
1337,Vikingpad 28,30067,52.411903700936,4.9130359707662,Amsterdam,Stichting Ponyclub Floradorp,Stables,http://tour-pedia.org/api/getPlaceDetails?id=30067
1338,Scheepsbouwweg,30068,52.407791,4.899993,Amsterdam,Scheepsbouwweg,Dog Run,http://tour-pedia.org/api/getPlaceDetails?id=30068
1340,Vikingpad 41,30071,52.414160455916,4.914858341217,Amsterdam,Amsterdamse Mixed Hockeyclub FIT,Hockey Field,http://tour-pedia.org/api/getPlaceDetails?id=30071
1342,Vikingpad 1,30073,52.411908,4.914406,Amsterdam,Hockey FIT AMHC,Hockey Field,http://tour-pedia.org/api/getPlaceDetails?id=30073
1345,Papaverweg,30076,52.395200440338,4.9110341985996,Amsterdam,Club De Loods,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=30076
1347,Asterweg 20H1,30078,52.391113,4.905252,Amsterdam,TENT circustheater producties,Performing Arts Venue,http://tour-pedia.org/api/getPlaceDetails?id=30078
1349,Distelweg,30080,52.391708664182,4.9091506004333,Amsterdam,Disteldorp,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=30080
1350,Wilgenweg 16A,30081,52.388885772763,4.9060566709197,Amsterdam,Decibel,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30081
1351,Korte Papaverweg 17,30082,52.394159,4.911255,Amsterdam,Danszaal Eddy Spier,Dance Studio,http://tour-pedia.org/api/getPlaceDetails?id=30082
1352,Silodam 10,30083,52.391527,4.890729,Amsterdam,In Case Of Fire,Public Art,http://tour-pedia.org/api/getPlaceDetails?id=30083
1355,IJplein,30086,52.382292531161,4.9095797538757,Amsterdam,IJplein,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=30086
1356,Tolhuisweg 2,30087,52.384044813653,4.9058993289693,Amsterdam,Open Coop,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=30087
1357,Prins Hendrikkade,30089,52.378877935073,4.8969005895854,Amsterdam,Canal Cruise by Lovers,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30089
1358,Stationsplein 15,30090,52.378319065012,4.8998930727315,Amsterdam,Café Balkon,Café,http://tour-pedia.org/api/getPlaceDetails?id=30090
1360,Haarlemmerstraat 65-67,30092,52.3801,4.89275,Amsterdam,Quentin Arrivé hotel,Hotel,http://tour-pedia.org/api/getPlaceDetails?id=30092
1363,Martelaarsgracht 13HS,30095,52.377768,4.896182,Amsterdam,The Flying Dutchman,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30095
1364,Oudekerksplein 23,30096,52.374103407292,4.8981886598688,Amsterdam,Oude Kerk,Church,http://tour-pedia.org/api/getPlaceDetails?id=30096
1365,Zeedijk,30097,52.374206274781,4.9002193817009,Amsterdam,Chinatown Amsterdam | 阿姆斯特丹唐人街,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=30097
1366,Plantage Kerklaan 38-40,30099,52.366955913539,4.9136754870415,Amsterdam,Natura Artis Magistra,Zoo,http://tour-pedia.org/api/getPlaceDetails?id=30099
1368,Rembrandtplein 46,30102,52.365843859019,4.8974186182022,Amsterdam,The Old Bell,Pub,http://tour-pedia.org/api/getPlaceDetails?id=30102
1369,Amstelstraat,30103,52.36636303965,4.9008464813232,Amsterdam,Blauwbrug (Brug 236),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30103
1370,Muntplein,30104,52.366978842203,4.8932504653931,Amsterdam,Muntplein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=30104
1371,Amstel 56-58,30105,52.367063,4.895987,Amsterdam,De Kleine Komedie,Theater,http://tour-pedia.org/api/getPlaceDetails?id=30105
1372,Amstel 100,30108,52.3670814879,4.8967239378647,Amsterdam,Mulligans Irish Bar,Pub,http://tour-pedia.org/api/getPlaceDetails?id=30108
1373,Stadhouderskade (Singelgracht),30109,52.358330615989,4.89089012146,Amsterdam,Freddy Heinekenbrug (Brug 84),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30109
1374,Weesperzijde 130+131,30111,52.349817425062,4.9123405663402,Amsterdam,Café Restaurant Hesp,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30111
1375,Stadhouderskade 550,30112,52.358271,4.891675,Amsterdam,Amsterdam Canal Cruises,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=30112
1376,Wibautstraat 150,30113,52.352800105341,4.9125623703003,Amsterdam,Doka,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=30113
1377,Wibautstraat 2,30114,52.358793049242,4.9082896654215,Amsterdam,Studio HvA,College Lab,http://tour-pedia.org/api/getPlaceDetails?id=30114
1378,Utrechtsestraat 140,30115,52.3610843,4.899274,Amsterdam,Café Oosterling,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30115
1379,Amstelkade,30116,52.349785554582,4.9111032485962,Amsterdam,Amstel,River,http://tour-pedia.org/api/getPlaceDetails?id=30116
1380,President Kennedylaan,30117,52.34039981074,4.9109315872192,Amsterdam,Martin Luther Kingpark,Park,http://tour-pedia.org/api/getPlaceDetails?id=30117
1381,Rijnstraat 170,30118,52.34460518298,4.9054820265454,Amsterdam,Yorbody LadyFit,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30118
1382,Van der Helstplein 9,30119,52.35172051,4.894834,Amsterdam,Cafe Ruis,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30119
1383,Albert Cuypstraat 124,30120,52.355373779182,4.8925544321537,Amsterdam,Café Toko,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=30120
1387,Weerenweg 21-23,30124,52.328990629408,4.9081342208403,Amsterdam,Silverstone karting,Racetrack,http://tour-pedia.org/api/getPlaceDetails?id=30124
1390,De Parade,30127,52.340130257002,4.9093283820493,Amsterdam,Cafe Correct,Pub,http://tour-pedia.org/api/getPlaceDetails?id=30127
1391,Martin Luther King Park,30128,52.340419186085,4.9102715294969,Amsterdam,De Zweef,Theme Park Ride / Attraction,http://tour-pedia.org/api/getPlaceDetails?id=30128
1392,Martin Luther Kingpark,30129,52.340819327861,4.9125623703003,Amsterdam,Rups,Theater,http://tour-pedia.org/api/getPlaceDetails?id=30129
1393,Kinderdijkstraat 3,30130,52.343162844551,4.9035134838652,Amsterdam,TennisVerenigingRivierenbuurt,Tennis Court,http://tour-pedia.org/api/getPlaceDetails?id=30130
1394,Parade Amsterdam,30131,52.340892339125,4.9114046618342,Amsterdam,Silent Disco,Music Venue,http://tour-pedia.org/api/getPlaceDetails?id=30131
1396,Ouderkerkerdijk 150,30134,52.32862548843,4.9034321308136,Amsterdam,survival vereniging APGS,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30134
1400,Zuidelijke Wandelweg 23,30140,52.33755998,4.90364662,Amsterdam,Reuben's Partijtje,Field,http://tour-pedia.org/api/getPlaceDetails?id=30140
1406,Ankerplaats 36,30150,52.40755060207,4.9168733295114,Amsterdam,Winkelcentrum Banne Centrum,Mall,http://tour-pedia.org/api/getPlaceDetails?id=30150
1408,Vikingpad,30152,52.412000867728,4.9155879020691,Amsterdam,Honden uitlaat zone,Dog Run,http://tour-pedia.org/api/getPlaceDetails?id=30152
1410,Koppelingpad,30155,52.405312017657,4.9043762683868,Amsterdam,bart & margreets boot,Lake,http://tour-pedia.org/api/getPlaceDetails?id=30155
1411,Aakhof,30156,52.406348716498,4.9134940088469,Amsterdam,Aakhof,Park,http://tour-pedia.org/api/getPlaceDetails?id=30156
1412,Ankerplaats 2,30157,52.40644949,4.9171718735886,Amsterdam,In de Ban,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30157
1413,Sneeuwbalweg 5,30158,52.398822342301,4.9187325704524,Amsterdam,Floraparkbad,Gym Pool,http://tour-pedia.org/api/getPlaceDetails?id=30158
1414,Buiksloterkerkpad 10,30159,52.401849767539,4.9160933446144,Amsterdam,Buiksloterkerk,Church,http://tour-pedia.org/api/getPlaceDetails?id=30159
1417,Buikslotermeerdijk,30162,52.406703345492,4.9266089666393,Amsterdam,De Nieuwe Noorder,Cemetery,http://tour-pedia.org/api/getPlaceDetails?id=30162
1420,Buikslotermeerdijk 83,30165,52.406012365545,4.9273252487183,Amsterdam,Noorderbegraafplaats,Cemetery,http://tour-pedia.org/api/getPlaceDetails?id=30165
1423,Floraweg,30168,52.399211320986,4.9161028862,Amsterdam,Floradorp (Tuindorp Buiksloterham),Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=30168
1424,Noorderpark,30170,52.395043,4.920325,Amsterdam,Noorderparkbar,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30170
1426,Mosveld 75,30172,52.391508801623,4.9130543839625,Amsterdam,De Bult,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30172
1429,Wingerdweg,30175,52.394720355057,4.9197936058044,Amsterdam,Florapark,Park,http://tour-pedia.org/api/getPlaceDetails?id=30175
1430,Floraparkweg 1,30176,52.395158997653,4.9202310270645,Amsterdam,Noorderparkkamer,Performing Arts Venue,http://tour-pedia.org/api/getPlaceDetails?id=30176
1431,J.H. Hisgenpad 2,30177,52.400291,4.925966,Amsterdam,asv DWV,Soccer Stadium,http://tour-pedia.org/api/getPlaceDetails?id=30177
1433,Kraaienplein,30179,52.386291,4.914593,Amsterdam,Kraaienplein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=30179
1435,Meeuwenlaan,30181,52.385632279675,4.9162745475769,Amsterdam,Vogelbuurt,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=30181
1436,Buiksloterweg 27,30182,52.387701487284,4.9142789840698,Amsterdam,Cafe Ot En Sien,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30182
1438,Sijsjesstraat 21,30184,52.386355259899,4.9169432758999,Amsterdam,Speeltuin De Speelvogel,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30184
1440,Sperwerlaan 27,30186,52.385664735962,4.9141167985778,Amsterdam,Mazazik,Hookah Bar,http://tour-pedia.org/api/getPlaceDetails?id=30186
1441,Sixhavenweg,30187,52.382233592154,4.9063074588776,Amsterdam,Sixhaven,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=30187
1443,Ijpromenade,30189,52.38624699322,4.8996577798419,Amsterdam,IJpromenade,Park,http://tour-pedia.org/api/getPlaceDetails?id=30189
1444,Westerdoksplein 20-3,30190,52.383104571693,4.8932611942291,Amsterdam,Westerdoksluis (Brug 314),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30190
1449,Han Lammersburg,30195,52.383192085184,4.8914282716663,Amsterdam,Han Lammersbrug,Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30195
1451,Westerdok 318,30197,52.38437499224,4.8917055130005,Amsterdam,Ateliers Westerdok,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=30197
1452,Oosterdoksstraat,30198,52.376673325371,4.9070692062378,Amsterdam,Oosterdokseiland,Island,http://tour-pedia.org/api/getPlaceDetails?id=30198
1453,Prins Hendrikkade 85,30199,52.376846466173,4.9015374102388,Amsterdam,Café Batavia 1920,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30199
1454,Zeedijk 4-8,30200,52.376114,4.900325,Amsterdam,'Skek,Pub,http://tour-pedia.org/api/getPlaceDetails?id=30200
1455,Gedempt Hamerkanaal t/o 96,30201,52.382790235194,4.9206519126892,Amsterdam,Kromhouthal (De Overkant),General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30201
1456,Oostelijke Handelskade,30202,52.378088017956,4.9226045608521,Amsterdam,Jan Schaeferbrug (Brug 2000),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30202
1457,Zeedijk 1,30203,52.376362799267,4.9000119779255,Amsterdam,In 't Aepjen,Pub,http://tour-pedia.org/api/getPlaceDetails?id=30203
1458,Zeedijk 21,30204,52.375842,4.900639,Amsterdam,De Engel van Amsterdam,Gay Bar,http://tour-pedia.org/api/getPlaceDetails?id=30204
1459,Zeedijk 20HS,30205,52.375597147512,4.900494377815,Amsterdam,The Queen's Head,Gay Bar,http://tour-pedia.org/api/getPlaceDetails?id=30205
1460,Prins Hendrikkade 121HS,30206,52.374343,4.905044,Amsterdam,Café Pollux,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30206
1461,Zeedijk 26E,30207,52.375566407152,4.9007049052403,Amsterdam,Casablanca,Karaoke Bar,http://tour-pedia.org/api/getPlaceDetails?id=30207
1462,Damrak 35,30208,52.375837131353,4.89661786055,Amsterdam,Teasers,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=30208
1463,Oudezijds Voorburgwal 3,30209,52.375144123666,4.9000899104446,Amsterdam,Hotel The Globe Amsterdam,Hostel,http://tour-pedia.org/api/getPlaceDetails?id=30209
1464,Oudezijds Voorburgwal 40,30210,52.375006554262,4.8994294095684,Amsterdam,Museum Ons' Lieve Heer op Solder,Museum,http://tour-pedia.org/api/getPlaceDetails?id=30210
1465,Rokin 85HS,30211,52.370288,4.892854,Amsterdam,The Tara Irish Pub,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30211
1466,Amstel,30213,52.363559064181,4.9023699760437,Amsterdam,Magere Brug (Brug 242),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30213
1468,Plantage Middenlaan 51,30215,52.364600748741,4.9178516864777,Amsterdam,Artis Aquarium,Aquarium,http://tour-pedia.org/api/getPlaceDetails?id=30215
1469,Thorbeckeplein 5,30217,52.365498281148,4.8955249786377,Amsterdam,Heeren van Aemstel,Music Venue,http://tour-pedia.org/api/getPlaceDetails?id=30217
1470,Amstel,30218,52.355237809075,4.9066615104675,Amsterdam,De Amstel,River,http://tour-pedia.org/api/getPlaceDetails?id=30218
1471,Weesperzijde 190,30219,52.34615471402,4.9167680740356,Amsterdam,De LAX,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30219
1472,Ceintuurbaan,30220,52.356161742287,4.9061143398285,Amsterdam,Nieuwe Amstelbrug (Brug 101),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30220
1473,Amsteldijk (Amstel),30222,52.347360658039,4.9127447605133,Amsterdam,Berlagebrug (Brug 423),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30222
1474,Sarphatistraat,30223,52.36033558279,4.904043674469,Amsterdam,Hogesluisbrug (Brug 246),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30223
1476,Ruyschstraat 34,30225,52.35696158938,4.9092448029314,Amsterdam,De Ruyschkamer,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30225
1477,Wibautstraat 2-4,30226,52.35891376931,4.9085175991058,Amsterdam,Kohnstammhof,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=30226
1478,Beukenplein 27,30227,52.356902,4.918481,Amsterdam,Café Maxwell,Pub,http://tour-pedia.org/api/getPlaceDetails?id=30227
1479,Eerste Sweelinckstraat,30228,52.356436952702,4.8974347114563,Amsterdam,André Hazes standbeeld,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30228
1480,Eerste Sweelinckstraat 10,30229,52.356572485344,4.8971659383137,Amsterdam,De Badcuyp,Music Venue,http://tour-pedia.org/api/getPlaceDetails?id=30229
1481,Van Woustraat 17,30230,52.356936720999,4.8996400995263,Amsterdam,Running Junkies,Track,http://tour-pedia.org/api/getPlaceDetails?id=30230
1482,Albert Cuypstraat 240HS,30231,52.356578,4.89765072,Amsterdam,Café Bozz,Pub,http://tour-pedia.org/api/getPlaceDetails?id=30231
1483,Stadhouderskade,30232,52.358894112582,4.9047946929932,Amsterdam,Torontobrug (Brug 350),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30232
1486,Spaklerweg,30235,52.333787083626,4.91692174,Amsterdam,Amstel Business Park,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30235
1487,Willem Fenengastraat 12,30236,52.334440876669,4.9170424767763,Amsterdam,Melody Muziekcafé,Music Venue,http://tour-pedia.org/api/getPlaceDetails?id=30236
1488,Victorieplein,30237,52.346277,4.904499,Amsterdam,Victory Square,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30237
1489,vrijheidslaan,30238,52.346881866455,4.9082107543945,Amsterdam,Lol palace,Playground,http://tour-pedia.org/api/getPlaceDetails?id=30238
1492,IJselstraat,30241,52.347175594379,4.9027746297307,Amsterdam,M&N's Casa di Mangiare,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=30241
1495,Daniël Goedkoopstraat 16,30244,52.334970571093,4.9203644401997,Amsterdam,Poledance Factory,Dance Studio,http://tour-pedia.org/api/getPlaceDetails?id=30244
1497,Borssenburgplein,30246,52.34868713841,4.9074114704153,Amsterdam,Borssenburgplein,Park,http://tour-pedia.org/api/getPlaceDetails?id=30246
1498,Rijnstraat 11,30247,52.348371,4.9044698,Amsterdam,Café Riviera,Bar,http://tour-pedia.org/api/getPlaceDetails?id=30247
1499,Weesperzijde 1094,30248,52.348072,4.912859,Amsterdam,Roeicentrum Berlagebrug,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=30248
1500,Amsteldijk,30249,52.349837983308,4.9097406864166,Amsterdam,P.L. Kramerbrug (Brug 400),Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30249
1501,Weesperzijde,30250,52.349942840575,4.9121761322021,Amsterdam,Weesperkade,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=30250
1502,Ferdinand Bolstraat 333,30251,52.347330880325,4.8913513708181,Amsterdam,Hotel Okura Main Kitchen,Hotel Bar,http://tour-pedia.org/api/getPlaceDetails?id=30251
1505,Willem Fenengastraat 12,30255,52.334395,4.917059,Amsterdam,Brasa Dance Studios,Dance Studio,http://tour-pedia.org/api/getPlaceDetails?id=30255
1506,Spaklerweg 8,30256,52.342465,4.918895,Amsterdam,Omvalbrug,Bridge,http://tour-pedia.org/api/getPlaceDetails?id=30256
1508,Willem Fenegastraat 12,30258,52.334459949544,4.9170268406001,Amsterdam,Swing Latino/BrasaZouk,Dance Studio,http://tour-pedia.org/api/getPlaceDetails?id=30258
1509,Martin Luther Kingpark,30259,52.340457,4.91184,Amsterdam,Studio 7,Theater,http://tour-pedia.org/api/getPlaceDetails?id=30259
