,address,id,lat,lng,location,name,subCategory,details
1,Diemerparklaan,28331,52.352236531042,4.987964630127,Amsterdam,Diemerpark,Park,http://tour-pedia.org/api/getPlaceDetails?id=28331
6,krijn taconiskade,28336,52.353173633184,5.0047123432159,Amsterdam,Jachthaven ijburg,Surf Spot,http://tour-pedia.org/api/getPlaceDetails?id=28336
11,Talbotstraat,28341,52.357249384329,4.9957458829493,Amsterdam,Speeltuin Talbotstraat,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28341
13,Emmy Andriessestraat,28344,52.350178768514,5.0053882598877,Amsterdam,Theo van Goghpark,Park,http://tour-pedia.org/api/getPlaceDetails?id=28344
16,IJburg buitenom,28347,52.355692244205,4.9947434363994,Amsterdam,Rondje IJburg,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=28347
17,Amsterdam,28348,52.356341851732,4.9945360563473,Amsterdam,2013,Arcade,http://tour-pedia.org/api/getPlaceDetails?id=28348
18,Cas Oorthuyskade,28350,52.36073854996,4.9907092442671,Amsterdam,Haveneiland,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=28350
19,Egelkopstraat,28353,52.35313,4.996105,Amsterdam,Glijbaan Egelkopstraat,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28353
21,Diemerpark,28355,52.355837716039,4.9795123384286,Amsterdam,AHC IJburg (hockeyclub),Field,http://tour-pedia.org/api/getPlaceDetails?id=28355
24,Krijn Taconiskade,28359,52.353161032779,5.0056608999175,Amsterdam,Haven IJburg,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=28359
25,KRIJN TACONISKADE 444- bg,28360,52.353834,5.006561,Amsterdam,Amsterdam Dance Centre IJburg,Dance Studio,http://tour-pedia.org/api/getPlaceDetails?id=28360
26,Bert Haanstrakade,28362,52.353991,5.000551,Amsterdam,Brug jachthaven IJburg,Bridge,http://tour-pedia.org/api/getPlaceDetails?id=28362
30,Joris Ivensplein,28370,52.359027,4.990614,Amsterdam,Magic Circus op IJburg,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=28370
31,Paul Hufkade,28371,52.357488240271,4.9896737587739,Amsterdam,Nijlpaard sluis,Lake,http://tour-pedia.org/api/getPlaceDetails?id=28371
32,Bert Haanstrakade,28372,52.360677045178,4.9903369280245,Amsterdam,De 100m Rode Bank,Public Art,http://tour-pedia.org/api/getPlaceDetails?id=28372
34,Ijburg,28374,52.350211052712,5.0002149741818,Amsterdam,Strand Ijburg,Beach,http://tour-pedia.org/api/getPlaceDetails?id=28374
35,Diemerpark,28375,52.354438361914,4.9868488311768,Amsterdam,Diemerstrandje,Beach,http://tour-pedia.org/api/getPlaceDetails?id=28375
38,Theo van Goghpark,28384,52.350195275823,5.0058370270675,Amsterdam,Stormbaan,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=28384
40,Ijburglaan 586,28388,52.35782,4.9898743629456,Amsterdam,Zanzibar Bar Privé,Bar,http://tour-pedia.org/api/getPlaceDetails?id=28388
42,Ruigoord,28395,52.410513,4.748247,Amsterdam,Shoeless open air Ruigoord,Music Venue,http://tour-pedia.org/api/getPlaceDetails?id=28395
44,Ruigoord,28397,52.409847718478,4.7493875026703,Amsterdam,Spacen als planeten,Theme Park,http://tour-pedia.org/api/getPlaceDetails?id=28397
45,Bauduinlaan 35,28398,52.399483529621,4.7459069341715,Amsterdam,Amsterdamse golf club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=28398
55,Heining 32,28443,52.397576298414,4.770681174472,Amsterdam,Martin Gaus Hondenschool,Dog Run,http://tour-pedia.org/api/getPlaceDetails?id=28443
62,Lange Bretten,28467,52.385160801083,4.777250289917,Amsterdam,Alex's Hill,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=28467
63,osdorperweg 937,28473,52.378907526596,4.761494134171,Amsterdam,De Kwekerij,Farm,http://tour-pedia.org/api/getPlaceDetails?id=28473
64,Baron S. van der Oyeweg 10,28486,52.377646,4.774752,Amsterdam,Huisje Tuinpark Osdorp,Garden,http://tour-pedia.org/api/getPlaceDetails?id=28486
65,Osdorperweg 756,28487,52.3750836,4.7703173,Amsterdam,Kooter hooveniers,Farm,http://tour-pedia.org/api/getPlaceDetails?id=28487
69,Lutkemeerweg 262,28511,52.36029,4.766698,Amsterdam,De Boterbloem,Farm,http://tour-pedia.org/api/getPlaceDetails?id=28511
71,Bilderdijk 20,28513,52.35802730323,4.765764128341,Amsterdam,Pocahondas,Farm,http://tour-pedia.org/api/getPlaceDetails?id=28513
77,Ookmeerweg 273-275,28522,52.359655773182,4.7786750162152,Amsterdam,Westgaarde Begraafplaats,Cemetery,http://tour-pedia.org/api/getPlaceDetails?id=28522
78,Lutkemeerweg 400,28524,52.355582714081,4.7608941793442,Amsterdam,Pius Floris Boomverzorging,Garden,http://tour-pedia.org/api/getPlaceDetails?id=28524
87,Tijnmuiden 22,28543,52.390143732186,4.780345401366,Amsterdam,POWER SOUND STUDIO,Music Venue,http://tour-pedia.org/api/getPlaceDetails?id=28543
89,Leemringweg,28545,52.384184,4.780457,Amsterdam,Voorsterbos,Trail,http://tour-pedia.org/api/getPlaceDetails?id=28545
91,Het Rijk van de Keizer,28547,52.383283504622,4.780956647005,Amsterdam,Shoeless Open Air,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=28547
95,Bok de Korverweg 10,28551,52.379326214057,4.7871119007756,Amsterdam,Amsterdam Panthers,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=28551
97,Nico Broekhuysenweg 7,28553,52.37758413,4.7758381,Amsterdam,Buitenverblijf De Boois,Sculpture Garden,http://tour-pedia.org/api/getPlaceDetails?id=28553
99,Tom schreursweg 10,28555,52.382453126139,4.7909099185355,Amsterdam,BeeVee Strand,Beach,http://tour-pedia.org/api/getPlaceDetails?id=28555
101,Bok de korverweg,28558,52.380405,4.786109,Amsterdam,P & T,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=28558
105,Bok de Korverweg 6,28562,52.378008316957,4.7862056413407,Amsterdam,AAC Rugby,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28562
107,Nico Broekhuysenweg 4,28564,52.375656366348,4.781831,Amsterdam,Osdorperpolder,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28564
109,Nico broekhuijsenweg,28566,52.373967511725,4.7851538174806,Amsterdam,Tigeno Tuincomplex,Campground,http://tour-pedia.org/api/getPlaceDetails?id=28566
113,Osdorperweg 578,28570,52.36828436904,4.7828705866175,Amsterdam,Bierbrouwerij De 7 Deugden,Brewery,http://tour-pedia.org/api/getPlaceDetails?id=28570
114,Jan Rebelstraat 21,28571,52.361204806022,4.7837334786571,Amsterdam,Salon Osdorp,Lounge,http://tour-pedia.org/api/getPlaceDetails?id=28571
118,bonhoeffersingel,28575,52.355078542605,4.7804396878928,Amsterdam,Huis van jody en karen,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=28575
121,Keukenplein,28579,52.3603879,4.7847015,Amsterdam,Keukenplein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=28579
129,Lutkemeer,28587,52.362754,4.787343,Amsterdam,Manege Het Molenpaardje,Stables,http://tour-pedia.org/api/getPlaceDetails?id=28587
131,Dinarpromenade,28593,52.3469,4.783665,Amsterdam,Forza Roma Club Couch,Soccer Stadium,http://tour-pedia.org/api/getPlaceDetails?id=28593
132,Lange Leidsedwarsstraat 90,28595,52.346951357514,4.7835719115236,Amsterdam,Bloomingdale,Lounge,http://tour-pedia.org/api/getPlaceDetails?id=28595
134,Zwartepad 30,28598,52.346991462151,4.7834818234948,Amsterdam,Dog Meeting Point De Oude Molen,Dog Run,http://tour-pedia.org/api/getPlaceDetails?id=28598
136,Iseoplantsoen,28603,52.348824173814,4.7799806840881,Amsterdam,Iseoplantsoen,Field,http://tour-pedia.org/api/getPlaceDetails?id=28603
148,haarlemmerweg,28635,52.380090222035,4.7892194575512,Amsterdam,speeltuin geuzenveld,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28635
154,Abe Lenstralaan 10,28642,52.372977,4.79395682,Amsterdam,K.N.H.S. Concordia,Field,http://tour-pedia.org/api/getPlaceDetails?id=28642
157,Herman Bonpad 6,28645,52.36754222851,4.7942984104156,Amsterdam,Molen De 1100 Roe,Monument / Landmark,http://tour-pedia.org/api/getPlaceDetails?id=28645
159,Osdorper Ban 840,28647,52.362382,4.791225,Amsterdam,Future Cafe,Bar,http://tour-pedia.org/api/getPlaceDetails?id=28647
166,Tussen Meer 377/C,28654,52.356326922509,4.7922436881287,Amsterdam,"Café/Restaurant ""De Uitweg""",Bar,http://tour-pedia.org/api/getPlaceDetails?id=28654
168,Badenpouwellweg,28656,52.355856,4.792593,Amsterdam,Brian's Boomhut,Trail,http://tour-pedia.org/api/getPlaceDetails?id=28656
170,evertsweertplantsoen 142,28658,52.355375417373,4.7928392887115,Amsterdam,NickieNonstop's Studio,Dance Studio,http://tour-pedia.org/api/getPlaceDetails?id=28658
171,Baden Powelweg 1307,28659,52.351927,4.789151,Amsterdam,Sander Bras's!,Strip Club,http://tour-pedia.org/api/getPlaceDetails?id=28659
173,Akersluis 8,28665,52.344254239783,4.7902152675556,Amsterdam,De Aker,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28665
174,Hebridenlaan,28667,52.347418,4.7947133666667,Amsterdam,Osdorp Palace Garden,Garden,http://tour-pedia.org/api/getPlaceDetails?id=28667
175,P. Hans Frankfurthersingel,28669,52.343953289724,4.7903431358516,Amsterdam,Frankfurther in De Aker,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=28669
177,Nierkerkestraat,28671,52.353657,4.795258,Amsterdam,Ins Nikita (Michèle's ResQ bunker),Playground,http://tour-pedia.org/api/getPlaceDetails?id=28671
186,Sluispolderweg,28685,52.40661864,4.80151826,Amsterdam,Sluispolder,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=28685
189,Joost bilhamerstraat,28688,52.383516,4.797299,Amsterdam,Speeltuin joost bilhamer,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28688
190,Philip vingboonsstraat,28689,52.383493,4.797778,Amsterdam,Speeltuin philip vingboon,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28689
192,Pieterpostsingel 60,28691,52.383462,4.797634,Amsterdam,Pieterpostsingel,Dog Run,http://tour-pedia.org/api/getPlaceDetails?id=28691
204,lambertus zijlplein 8,28703,52.377583273069,4.8019351519784,Amsterdam,"Lambertus Zijlplein, amsterdam",Plaza,http://tour-pedia.org/api/getPlaceDetails?id=28703
207,Herman Bonpad,28706,52.367854,4.795785,Amsterdam,Devonello,Football Stadium,http://tour-pedia.org/api/getPlaceDetails?id=28706
208,Han Hollanderlaan 3,28707,52.370100220071,4.795931888888,Amsterdam,Zsgowms,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28707
213,Han Hollanderlaan 2,28712,52.36954098,4.798735,Amsterdam,C.V.V. Vlug en Vaardig,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28712
214,Aalbersestraat,28713,52.378264851342,4.8023772239685,Amsterdam,Huize Tas,Field,http://tour-pedia.org/api/getPlaceDetails?id=28713
216,Herman Bonpad,28715,52.366693989927,4.7993540876579,Amsterdam,Amsterdam Pirates,Baseball Stadium,http://tour-pedia.org/api/getPlaceDetails?id=28715
219,Osdorpplein,28718,52.362295068531,4.7950226107409,Amsterdam,Osdorpperplein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=28718
220,Notweg 32,28719,52.363571176873,4.8005670225831,Amsterdam,Nederlandse WingTsun Organisatie,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=28719
222,Reimerswaalstraat 5,28721,52.362382,4.794656,Amsterdam,Tulip Inn Amsterdam City West,Hotel Bar,http://tour-pedia.org/api/getPlaceDetails?id=28721
224,Herman Bonpad,28723,52.366978842203,4.7993624210358,Amsterdam,Mokum H.A.W.K.S.,Baseball Field,http://tour-pedia.org/api/getPlaceDetails?id=28723
231,Dr. Meurerlaan,28730,52.365947265024,4.8022664676683,Amsterdam,Sportvelden Club West,Field,http://tour-pedia.org/api/getPlaceDetails?id=28730
236,Wolbrantskerkweg,28736,52.354641,4.798157,Amsterdam,Bar Jorritsma,Bar,http://tour-pedia.org/api/getPlaceDetails?id=28736
238,Tussen Meer 107,28738,52.356891,4.797637,Amsterdam,Future Café :: Tussen Meer 107,Lounge,http://tour-pedia.org/api/getPlaceDetails?id=28738
240,Jan Oudegeeststraat,28740,52.353140740334,4.7982835947444,Amsterdam,Speeltuin Jan Oudegeeststraat,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28740
243,Slimmeweg 8,28744,52.342507,4.79537677,Amsterdam,Matchroom Sloten,Sports Bar,http://tour-pedia.org/api/getPlaceDetails?id=28744
247,Jan van zutphenplantsoen,28748,52.34982403907,4.800022874413,Amsterdam,Picknick Spot Don & Josien,Park,http://tour-pedia.org/api/getPlaceDetails?id=28748
250,Sloterweg 1301,28751,52.34162856,4.79555538,Amsterdam,Speeltuin Sloten,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28751
253,Nieuw Zeelandweg,28758,52.404464996398,4.8021473246544,Amsterdam,Amsterdam Chapter,Bar,http://tour-pedia.org/api/getPlaceDetails?id=28758
254,Theemsweg 60,28759,52.390111075169,4.8111748695374,Amsterdam,Muziekstudio De Haas,Music Venue,http://tour-pedia.org/api/getPlaceDetails?id=28759
256,"Ewoud Worststraat, 1067 Amsterdam",28761,52.381362915039,4.8038883209229,Amsterdam,kippies,Farm,http://tour-pedia.org/api/getPlaceDetails?id=28761
257,Geuzenveld,28762,52.38009232,4.80253141,Amsterdam,:: Guidance::  Supreme Divine ::,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28762
258,Wigbolt Ripperdastraat,28763,52.381476,4.804534,Amsterdam,Speeltuin Wigbolt Ripperdastraat,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28763
260,Eendrachtspark,28766,52.382713,4.80943,Amsterdam,Poedelbadje Eendrachtspark,Pool,http://tour-pedia.org/api/getPlaceDetails?id=28766
262,Dr H Colijnstraat,28768,52.377655755586,4.8073768615723,Amsterdam,Speelpark Confucius,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28768
264,Dr. H. Colijnstraat,28770,52.377817990207,4.8079762269218,Amsterdam,Speeltuin Colijnstraat,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28770
266,Willinklaan 7,28772,52.370734442691,4.8033852107845,Amsterdam,AAC,Track Stadium,http://tour-pedia.org/api/getPlaceDetails?id=28772
267,Willinklaan,28774,52.37152,4.803088,Amsterdam,Bounz,Arts & Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=28774
268,Willinklaan 9,28775,52.371591,4.802918,Amsterdam,ISH Gebouw,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=28775
269,Willinklaan 4,28776,52.370138103252,4.8025856805832,Amsterdam,ROHDA Amsterdam,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=28776
270,Confuciusplein,28777,52.374595139048,4.8125387558204,Amsterdam,Confuciusplein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=28777
271,Ookmeerweg,28778,52.371835,4.804195,Amsterdam,Griffioen outdoor,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28778
281,Osdorpplein,28789,52.35924492686,4.8049429925151,Amsterdam,Winkelcentrum Osdorpplein,Plaza,http://tour-pedia.org/api/getPlaceDetails?id=28789
283,President Allendelaan,28792,52.362140634702,4.8095479873642,Amsterdam,Sloterpark,Park,http://tour-pedia.org/api/getPlaceDetails?id=28792
285,Osdorpplein 801,28794,52.358039032667,4.8051258066514,Amsterdam,Café Fly-Inn,Bar,http://tour-pedia.org/api/getPlaceDetails?id=28794
288,Sloterplas,28797,52.35931,4.808311,Amsterdam,Food Night,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=28797
289,Osdorpplein,28798,52.358949,4.807053,Amsterdam,MSA West,Music Venue,http://tour-pedia.org/api/getPlaceDetails?id=28798
291,Sloterweg 1209,28800,52.341491491724,4.7996416169716,Amsterdam,Café Restaurant Kerkzicht,Pub,http://tour-pedia.org/api/getPlaceDetails?id=28800
293,Vrije Geer 2,28803,52.34217785243,4.8022432710033,Amsterdam,Natuurpark de Vrije Geer,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28803
295,Sloterweg 1045,28806,52.340216270747,4.8072052001953,Amsterdam,Velodrome Sloten,Racetrack,http://tour-pedia.org/api/getPlaceDetails?id=28806
297,Sloterweg 1045,28812,52.340028117179,4.8074123009303,Amsterdam,Sportpark Sloten,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=28812
298,Sloterweg 1045,28813,52.336761088143,4.8050258504003,Amsterdam,Quick 1913,Baseball Field,http://tour-pedia.org/api/getPlaceDetails?id=28813
299,Maarkedalpad,28814,52.343632489675,4.80548341072,Amsterdam,Maarkedalpad,Field,http://tour-pedia.org/api/getPlaceDetails?id=28814
301,Sloterweg 1045,28819,52.339718086928,4.8022699356079,Amsterdam,Amsterdam Crusaders,College Football Field,http://tour-pedia.org/api/getPlaceDetails?id=28819
302,Peilscheidingskade,28822,52.343403891756,4.8054018463122,Amsterdam,Peilscheidingskade,Dog Run,http://tour-pedia.org/api/getPlaceDetails?id=28822
303,Sloterweg 1045,28823,52.337541744432,4.8036003112793,Amsterdam,DSG - Handbalvereniging - Sportpark Sloten,Park,http://tour-pedia.org/api/getPlaceDetails?id=28823
304,Sloterweg,28824,52.339328527451,4.8065507411957,Amsterdam,Golfbaan Sloten,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=28824
305,Sloterweg 1043T,28826,52.3400549,4.8090918,Amsterdam,Turnace Hall of Gymnastics,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28826
306,Wielercircuit,28827,52.337461091549,4.8044091600281,Amsterdam,WVA amsterdam,Racetrack,http://tour-pedia.org/api/getPlaceDetails?id=28827
309,Seineweg 16,28835,52.386369886776,4.816201878176,Amsterdam,De Bretten,Garden,http://tour-pedia.org/api/getPlaceDetails?id=28835
313,Dr. A. Collijnstraat 562,28839,52.38165953,4.80635,Amsterdam,Gentlemens Club de Natte Kikker,Strip Club,http://tour-pedia.org/api/getPlaceDetails?id=28839
314,Haarlemmerweg 701,28840,52.38424402274,4.8151123523712,Amsterdam,Molen De 1200 Roe,Monument / Landmark,http://tour-pedia.org/api/getPlaceDetails?id=28840
317,Ellert Vlieropstraat 34,28843,52.375682,4.804273,Amsterdam,Donovan 20th B-Day Bash,Other Nightlife,http://tour-pedia.org/api/getPlaceDetails?id=28843
318,President Allendelaan 2,28844,52.370465430852,4.8173945607156,Amsterdam,Sloterparkbad,Pool,http://tour-pedia.org/api/getPlaceDetails?id=28844
321,President Allendelaan 2,28847,52.37052909885,4.8171702277338,Amsterdam,Zwemschool De Natte Kikker,Pool,http://tour-pedia.org/api/getPlaceDetails?id=28847
325,President Allendelaan 4,28851,52.370926371,4.8128730095018,Amsterdam,Heemtuin Sloterpark,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28851
326,President Allendelaan 2,28852,52.371707530559,4.8151019558699,Amsterdam,Kinderboerderij,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28852
328,Sloterparkbad,28854,52.366087995112,4.8115834415531,Amsterdam,Mystic Garden,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=28854
329,Sloterparkbad,28855,52.368989967341,4.8179018497467,Amsterdam,Strand Sloterplas,Beach,http://tour-pedia.org/api/getPlaceDetails?id=28855
331,Sloterpark,28857,52.360123135031,4.8193145353394,Amsterdam,Sloterpark,Park,http://tour-pedia.org/api/getPlaceDetails?id=28857
332,Chr. Plantijngracht 4,28858,52.360007980053,4.8157024383545,Amsterdam,Watersportcentrum Sloterplas,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=28858
333,Christoffel Plantijngracht,28859,52.358808933325,4.8143935203552,Amsterdam,WV Sloterplas,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=28859
334,Meer en Vaart 177 B,28860,52.353074248293,4.8133978309869,Amsterdam,Coffeeshop Sensemillia,Hookah Bar,http://tour-pedia.org/api/getPlaceDetails?id=28860
338,sloterpark,28864,52.364469080546,4.8124506313298,Amsterdam,dogsquare amsterdam sloterpark,Dog Run,http://tour-pedia.org/api/getPlaceDetails?id=28864
339,Pieter Calandlaan,28865,52.356646454494,4.8191557532097,Amsterdam,Christoffel Plantijnpad - Fietspad,Trail,http://tour-pedia.org/api/getPlaceDetails?id=28865
344,Kortenakenstraat 28,28870,52.343833,4.81612,Amsterdam,Gaming United Nederland,Office,http://tour-pedia.org/api/getPlaceDetails?id=28870
348,Ardennenlaan,28874,52.341579692499,4.8114967346191,Amsterdam,Vlindermolen,Sculpture Garden,http://tour-pedia.org/api/getPlaceDetails?id=28874
352,Lies Bakhuyzenlaan 17,28878,52.340323529052,4.7990479190025,Amsterdam,Tuinpark VAT Sloten,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28878
358,Nieuwe meerpad,28886,52.337018288224,4.8181990491472,Amsterdam,De Oeverlanden,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28886
360,Oude Haagseweg 47,28890,52.32917625044,4.8146724700928,Amsterdam,E.W. Driessen,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=28890
363,Dukdalfweg 7,28903,52.416277404117,4.8246610164642,Amsterdam,Bier&cO,Coworking Space,http://tour-pedia.org/api/getPlaceDetails?id=28903
369,Rhoneweg 36,28909,52.39044,4.825087,Amsterdam,The Sand,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=28909
371,Haarlemerweg,28911,52.384625217166,4.8185884180254,Amsterdam,Aaf,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=28911
373,Mekongweg 5,28913,52.390412,4.825063,Amsterdam,The Sand (Club) Indoor Beachsports & Events complex in Amsterdam,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=28913
375,Rhoneweg 54,28915,52.390335,4.82023,Amsterdam,XT3 techno radio,Music Venue,http://tour-pedia.org/api/getPlaceDetails?id=28915
376,basisweg,28916,52.391,4.8195,Amsterdam,cleansefortex,Zoo,http://tour-pedia.org/api/getPlaceDetails?id=28916
379,henriette bosmansstraat 77,28919,52.386290945798,4.8186025889346,Amsterdam,Roodbaards Verzamelhok,Beer Garden,http://tour-pedia.org/api/getPlaceDetails?id=28919
380,Burgemeester De Vlugtlaan 156,28920,52.380848932577,4.8208871509223,Amsterdam,Petit Café Zomerlust,Bar,http://tour-pedia.org/api/getPlaceDetails?id=28920
381,West!,28921,52.388574,4.8230555,Amsterdam,One-way Exit,Nightclub,http://tour-pedia.org/api/getPlaceDetails?id=28921
382,Mekongweg 5,28922,52.390678472573,4.8242424493241,Amsterdam,The Stand,Concert Hall,http://tour-pedia.org/api/getPlaceDetails?id=28922
383,Lou Jansen plein,28923,52.38416395,4.8201023,Amsterdam,BRAMSKI.COM,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=28923
387,Bernhard Loderstraat 45,28927,52.3816824,4.8215988,Amsterdam,De Buurtslager,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=28927
388,Moving,28928,52.380725126174,4.8220581039371,Amsterdam,Discotaxi,Music Venue,http://tour-pedia.org/api/getPlaceDetails?id=28928
390,Plein '40-'45,28930,52.380314739254,4.8223946189456,Amsterdam,Plein '40-'45,Mall,http://tour-pedia.org/api/getPlaceDetails?id=28930
391,Slotermeerlaan 75-77,28931,52.375366103943,4.8202258294336,Amsterdam,Bar Content,Bar,http://tour-pedia.org/api/getPlaceDetails?id=28931
394,Spaarnwouderdijk,28934,52.38529,4.82778,Amsterdam,Brettenpad,Trail,http://tour-pedia.org/api/getPlaceDetails?id=28934
398,"Slotermeerlaan, Amsterdam",28939,52.371354723742,4.8248863220215,Amsterdam,Sloterplas,Dog Run,http://tour-pedia.org/api/getPlaceDetails?id=28939
402,Noordzijde 36,28943,52.373660403094,4.8216676712036,Amsterdam,Voetbalveldje,Playground,http://tour-pedia.org/api/getPlaceDetails?id=28943
403,Hendrik Van Wijnstraat 10,28945,52.360478147696,4.8234551600023,Amsterdam,"Studio V14 (Yolanda, Emmelie, Simone, Yinske)",Performing Arts Venue,http://tour-pedia.org/api/getPlaceDetails?id=28945
405,Tretjakovlaan,28947,52.361914,4.819178,Amsterdam,"Bankje Aan De Sloterplas, Links Van Het Ooijevaarsnest",Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28947
411,Sloterweg 712,28953,52.342606,4.820354,Amsterdam,De Oase,Wine Bar,http://tour-pedia.org/api/getPlaceDetails?id=28953
414,Peilscheidingskade,28956,52.342379372236,4.8140716552734,Amsterdam,Dogrun nieuw-sloten,Dog Run,http://tour-pedia.org/api/getPlaceDetails?id=28956
418,Boy Edgarstraat,28960,52.343118,4.826422,Amsterdam,Boy Edgarstraat,Neighborhood,http://tour-pedia.org/api/getPlaceDetails?id=28960
419,Sloterweg,28961,52.342638573307,4.820287061267,Amsterdam,Siegerpark,Park,http://tour-pedia.org/api/getPlaceDetails?id=28961
421,Sloterweg 1043,28963,52.33898397327,4.8067814000385,Amsterdam,Voetbalvereniging Herenmarkt,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=28963
426,Sint Gilleshof 5,28968,52.345283901563,4.8093810391685,Amsterdam,Eetcafé Match,Sports Bar,http://tour-pedia.org/api/getPlaceDetails?id=28968
427,Kajuitweg,28971,52.414589948928,4.8316308689216,Amsterdam,Karel Reiniershaven,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=28971
429,Humberweg 7,28978,52.390674,4.830725,Amsterdam,H7,Concert Hall,http://tour-pedia.org/api/getPlaceDetails?id=28978
430,Petroliumhavenweg,28980,52.394666344735,4.8275852150975,Amsterdam,De Wolken Fabriek,Other Great Outdoors,http://tour-pedia.org/api/getPlaceDetails?id=28980
431,Humberweg 6,28981,52.390933,4.830323,Amsterdam,EventHands,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=28981
434,Sportpark Spieringhorn 5,28984,52.386439590974,4.8278462269195,Amsterdam,AMHC Westerpark,Park,http://tour-pedia.org/api/getPlaceDetails?id=28984
435,Basisweg 30,28985,52.392459823193,4.8328491176787,Amsterdam,TMG Amsterdam,Office,http://tour-pedia.org/api/getPlaceDetails?id=28985
436,Rhoneweg 12,28986,52.390452050988,4.8311442934634,Amsterdam,Partycentrum Rhone,Nightlife Spot,http://tour-pedia.org/api/getPlaceDetails?id=28986
437,Naritaweg 237,28987,52.3878906,4.8306471,Amsterdam,Warner Bros,Movie Theater,http://tour-pedia.org/api/getPlaceDetails?id=28987
438,Naritaweg 237,28988,52.387747323064,4.8302614688873,Amsterdam,Warner Bros. screening room,Movie Theater,http://tour-pedia.org/api/getPlaceDetails?id=28988
448,"Rhoneweg 12, 1043 Amsterdam",28998,52.390239715576,4.8313717842102,Amsterdam,Thai Event,General Entertainment,http://tour-pedia.org/api/getPlaceDetails?id=28998
453,Burg de Vlugtlaan 125,29003,52.380197400695,4.8271612118754,Amsterdam,GOLEB,Art Gallery,http://tour-pedia.org/api/getPlaceDetails?id=29003
454,Burgemeester fockstraat,29004,52.3802,4.83203,Amsterdam,Shisha palace,Hookah Bar,http://tour-pedia.org/api/getPlaceDetails?id=29004
456,Burgemeester van Tienhovengracht,29006,52.377050632349,4.8341024232249,Amsterdam,Gerbrandypark,Park,http://tour-pedia.org/api/getPlaceDetails?id=29006
